ENTITY_NAME*|*ENTITY_NUM*|*INITIAL_FILING_DATE*|*JURISDICTION*|*ENTITY_STATUS*|*STANDING_SOS*|*ENTITY_TYPE*|*FILING_TYPE*|*FOREIGN_NAME*|*STANDING_FTB*|*STANDING_VCFCF*|*STANDING_AGENT*|*SUSPENSION_DATE*|*LAST_SI_FILE_NUMBER*|*LAST_SI_FILE_DATE*|*PRINCIPAL_ADDRESS*|*PRINCIPAL_ADDRESS2*|*PRINCIPAL_CITY*|*PRINCIPAL_STATE*|*PRINCIPAL_COUNTRY*|*PRINCIPAL_POSTAL_CODE*|*MAILING_ADDRESS*|*MAILING_ADDRESS2*|*MAILING_ADDRESS3*|*MAILING_CITY*|*MAILING_STATE*|*MAILING_COUNTRY*|*MAILING_POSTAL_CODE*|*PRINCIPAL_ADDRESS_IN_CA*|*PRINCIPAL_ADDRESS2_IN_CA*|*PRINCIPAL_CITY_IN_CA*|*PRINCIPAL_STATE_IN_CA*|*PRINCIPAL_COUNTRY_IN_CA*|*PRINCIPAL_POSTAL_CODE_IN_CA*|*LLC_MANAGEMENT_STRUCTURE*|*TYPE_OF_BUSINESS
Alertive Wound Care Specialists, Professional Corp*|*B20250126710*|*06/09/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*234 E COMMONWEALTH AVE*|**|*FULLERTON*|*CA*|*United States*|*92832*|*234 E COMMONWEALTH AVE*|**|**|*FULLERTON*|*CA*|*United States*|*92832*|**|**|**|**|**|**|**|*
Alta Borghesia, LLC*|*B20250141341*|*06/12/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5514 SANTA MARGARITA STREET*|**|*SAN DIEGO*|*CA*|*United States*|*92114*|*5514 SANTA MARGARITA ST.*|**|**|*SAN DIEGO*|*CA*|*United States*|*92114*|**|**|**|**|**|**|*One Manager*|*
America Walks, Inc.*|*B20250115797*|*06/10/2025*|*MASSACHUSETTS*|*Active*|*Good*|*Nonprofit Corporation - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*48 HEWLETT ST*|**|*ROSLINDALE*|*MA*|*United States*|*02131*|*PO BOX 30833*|**|**|*SEATTLE*|*WA*|*United States*|*98113*|**|**|**|**|**|**|**|*
Apollo Holding LLC*|*B20250140660*|*06/12/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*10652 BOLSA AVE*|*APT 3*|*GARDEN GROVE*|*CA*|*United States*|*92843*|*10652 BOLSA AVE*|*APT 3*|**|*GARDEN GROVE*|*CA*|*United States*|*92843*|**|**|**|**|**|**|*All LLC Member(s)*|*
Aquasafe Inc*|*B20250149067*|*06/09/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251275932*|*Jun 12 2025 10:31AM*|*31 CEZANNE*|**|*IRVINE*|*CA*|*United States*|*92603*|*31 CEZANNE*|**|**|*IRVINE*|*CA*|*United States*|*92603*|**|**|**|**|**|**|**|*wholesale
ASHLEY JONES WALKER COUNSELING SERVICES, LICENSED CLINICAL SOCIAL WORKER P.C.*|*B20250116242*|*06/10/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251286976*|*Jun 13 2025  7:26PM*|*7850 WHITE LN STE E #160*|**|*BAKERSFIELD*|*CA*|*United States*|*93309-7689*|*7850 WHITE LN STE E #160*|**|**|*BAKERSFIELD*|*CA*|*United States*|*93309-7689*|*7850 WHITE LN STE E #160*|**|*BAKERSFIELD*|*CA*|*United States*|*93309*|**|*LICENSED CLINICAL SOCIAL WORKER
AshonteCeline LLC*|*B20250144524*|*06/10/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*3924 GREENVIEW DRIVE*|**|*EL DERADO HILLS*|*CA*|*United States*|*95762*|*3924 GREENVIEW DRIVE*|**|**|*EL DERADO HILLS*|*CA*|*United States*|*95762*|**|**|**|**|**|**|*One Manager*|*
Asterisk Design LLC*|*B20250131201*|*06/09/2025*|*SOUTH DAKOTA*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2112 WARFIELD AVENUE*|*# 12*|*REDONDO BEACH*|*CA*|*United States*|*90278*|*4809 W 41ST ST, STE 202*|*#481*|**|*SIOUX FALLS*|*SD*|*United States*|*57106*|*2112 WARFIELD AVENUE*|*12*|*REDONDO BEACH*|*CA*|*United States*|*90278*|**|*
Astria Consulting, LLC*|*B20250113178*|*06/13/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*25350 MAGIC MOUNTAIN PARKWAY*|*SUITE 300*|*VALENCIA*|*CA*|*United States*|*91355*|*25350 MAGIC MOUNTAIN PARKWAY*|*SUITE 300*|**|*VALENCIA*|*CA*|*United States*|*91355*|**|**|**|**|**|**|*One Manager*|*
ATF Carriers Inc*|*B20250147729*|*06/10/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*11127 SWEET RIVER DRIVE*|**|*BAKERSFIELD*|*CA*|*United States*|*93311*|*11127 SWEET RIVER DRIVE*|**|**|*BAKERSFIELD*|*CA*|*United States*|*93311*|**|**|**|**|**|**|**|*
Atlas Impact Foundation*|*B20250149471*|*06/10/2025*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Religious*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2012 VISTA CAUDAL*|**|*NEWPORT BEACH*|*CA*|*United States*|*92660*|*1024 BAYSIDE DR*|*STE 533*|**|*NEWPORT BEACH*|*CA*|*United States*|*92660*|**|**|**|**|**|**|**|*
AV HOME IMPROVEMENT INC*|*B20250134282*|*06/10/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*10532 OLIVE ST*|**|*TEMPLE CITY*|*CA*|*United States*|*91780*|*10532 OLIVE ST*|**|**|*TEMPLE CITY*|*CA*|*United States*|*91780*|**|**|**|**|**|**|**|*
Bart Richard Corporation*|*B20250145843*|*06/10/2025*|*INDIANA*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|*Bart Richard Woodward Corporation*|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*211 W MAIN STREET*|**|*BROOK*|*IN*|*United States*|*47922*|*211 W MAIN STREET*|**|**|*BROOK*|*IN*|*United States*|*47922*|**|**|**|**|**|**|**|*
Basekin V inc*|*B20250146050*|*06/10/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4119 VIA MARINA S115*|**|*MARINA DEL REY*|*CA*|*United States*|*90292*|*4119 VIA MARINA S115*|**|**|*MARINA DEL REY*|*CA*|*United States*|*90292*|**|**|**|**|**|**|**|*
Bay Area Sonic Solutions, LLC*|*B20250145042*|*06/11/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5085 LE MICCINE TERRACE*|**|*SAN JOSE*|*CA*|*United States*|*95129*|*5085 LE MICCINE TERRACE*|**|**|*SAN JOSE*|*CA*|*United States*|*95129*|**|**|**|**|**|**|*One Manager*|*
Beauty Source*|*B20250100479*|*06/11/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*7531 NORTH KNOTT AVE.*|*UNIT 16*|*BUENA PARK*|*CA*|*United States*|*90620*|*7531 NORTH KNOTT AVE.*|*UNIT 16*|**|*BUENA PARK*|*CA*|*United States*|*90620*|**|**|**|**|**|**|**|*
Bella Vista Owner, LP*|*B20250150096*|*06/12/2025*|*DELAWARE*|*Active*|*Good*|*Limited Partnership - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*151 S. EL CAMINO DRIVE*|**|*BEVERLY HILLS*|*CA*|*United States*|*90212*|*151 S. EL CAMINO DRIVE*|**|**|*BEVERLY HILLS*|*CA*|*United States*|*90212*|*1209 ORANGE STREET*|**|*WILMINGTON*|*DE*|*United States*|*19801*|**|*
BiggieCube LLC*|*B20250147863*|*06/09/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251253702*|*Jun  9 2025 11:54AM*|*775 VERDE VISTA AVE*|**|*POMONA*|*CA*|*United States*|*91767*|*775 VERDE VISTA AVE*|**|**|*POMONA*|*CA*|*United States*|*91767*|**|**|**|**|**|**|*One Manager*|*accommodation_and_food_service
Brand Buds Company*|*B20250144757*|*06/12/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
Brecourt Solutions, Inc.*|*B20250127123*|*06/10/2025*|*DELAWARE*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*7781 RIPPLING RIDGE CT*|**|*GURNEE*|*IL*|*United States*|*60031*|*7781 RIPPLING RIDGE CT*|**|**|*GURNEE*|*IL*|*United States*|*60031*|**|**|**|**|**|**|**|*
Burnham Court Carehome LLC*|*B20250151687*|*06/11/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*12167 E JAHANT RD*|**|*ACAMPO*|*CA*|*United States*|*95220*|*12167 E JAHANT RD*|**|**|*ACAMPO*|*CA*|*United States*|*95220*|**|**|**|**|**|**|*All LLC Member(s)*|*
Califate LLC*|*B20250139763*|*06/11/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*11 SIENA*|**|*LAGUNA NIGUEL*|*CA*|*United States*|*92677*|*11 SIENA*|**|**|*LAGUNA NIGUEL*|*CA*|*United States*|*92677*|**|**|**|**|**|**|*One Manager*|*
CALIFORNIA COAST MANAGEMENT, LLC*|*B20250114145*|*06/09/2025*|*NEVADA*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|*BA20251264620*|*Jun 10 2025  4:55PM*|*41700 HARRIS RANCH RD*|**|*POINT ARENA*|*CA*|*United States*|*95468*|*41700 HARRIS RANCH RD*|**|**|*POINT ARENA*|*CA*|*United States*|*95468*|**|**|**|**|**|**|**|*Activity related to Real Estate
CAMINO WEST LOGISTICS INC*|*B20250144202*|*06/11/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251284749*|*Jun 13 2025  1:36PM*|*315 LANG AVE*|**|*LA PUENTE*|*CA*|*United States*|*91744*|*315 LANG AVE*|**|**|*LA PUENTE*|*CA*|*United States*|*91744*|*315 LANG AVE*|**|*LA PUENTE*|*CA*|*United States*|*91744*|**|*Cargo Transportation, Trucking Services
Capital Pulse, Inc.*|*B20250147925*|*06/09/2025*|*DELAWARE*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*100 WILSHIRE BLVD.*|*SUITE 700*|*SANTA MONICA*|*CA*|*United States*|*90401*|*100 WILSHIRE BLVD.*|*SUITE 700*|**|*SANTA MONICA*|*CA*|*United States*|*90401*|*100 WILSHIRE BLVD.*|*SUITE 700*|*SANTA MONICA*|*CA*|*United States*|*90401*|**|*
Car Labs LLC*|*B20250131507*|*06/10/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*9601 N. CORBINA LN*|**|*PANORAMA CITY*|*CA*|*United States*|*91402*|*9601 N. CORBINA LN*|**|**|*PANORAMA CITY*|*CA*|*United States*|*91402*|**|**|**|**|**|**|*One Manager*|*
CHAMICHYAN HEALTHCARE SERVICES, INC.*|*B20250150775*|*06/09/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*730 S. CENTRAL AVE., STE 203*|**|*GLENDALE*|*CA*|*United States*|*91204*|*730 S. CENTRAL AVE., STE 203*|**|**|*GLENDALE*|*CA*|*United States*|*91204*|**|**|**|**|**|**|**|*
CHIKITAS CORPORATION*|*B20250141408*|*06/15/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1875 NEWTON AVE*|**|*SAN DIEGO*|*CA*|*United States*|*92113*|*1875 NEWTON AVE*|**|*SAN DIEGO*|*SAN DIEGO*|*CA*|*United States*|*92113*|**|**|**|**|**|**|**|*
Christi Mendoza Integrative Traditional Medicine, Acupuncture & Wellness, Prof. Corp*|*B20250112657*|*06/10/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2204 TORRANCE BLVD*|*104*|*TORRANCE*|*CA*|*United States*|*90501*|*2204 TORRANCE BLVD*|*104*|**|*TORRANCE*|*CA*|*United States*|*90501*|**|**|**|**|**|**|**|*
Claudia Taco Truck LLC*|*B20250146990*|*06/16/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*9530 BROADWAY ST*|**|*PLANADA*|*CA*|*United States*|*95365*|*PO BOX 1025*|**|**|*PLANADA*|*CA*|*United States*|*95365*|**|**|**|**|**|**|*One Manager*|*
Closing The Gap Academy*|*B20250122168*|*06/11/2025*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1042 GAVIOTA AVE*|*APT 4*|*LONG BEACH*|*CA*|*United States*|*90813*|*1042 GAVIOTA AVE*|*APT 4*|**|*LONG BEACH*|*CA*|*United States*|*90813*|**|**|**|**|**|**|**|*
Cloudpotter LLC*|*B20250147844*|*06/09/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*13920 HOOVER ST.*|*A204*|*WESTMINSTER*|*CA*|*United States*|*92683*|*13920 HOOVER ST.*|*A204*|**|*WESTMINSTER*|*CA*|*United States*|*92683*|**|**|**|**|**|**|*All LLC Member(s)*|*
CMG MANAGEMENT LLC*|*B20250144603*|*06/10/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*648 E DEL NORTE*|**|*SANTA MARIA*|*CA*|*United States*|*93455*|*648 E DEL NORTE*|**|**|*SANTA MARIA*|*CA*|*United States*|*93455*|**|**|**|**|**|**|*One Manager*|*
Codig of Soul Global Security Foundation*|*B20250143882*|*06/09/2025*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1968 S. COAST HWY SUITE 412*|**|*LAGUNA BEACH*|*CA*|*United States*|*92651*|*1968 S. COAST HWY SUITE 412*|**|**|*LAGUNA BEACH*|*CA*|*United States*|*94133*|**|**|**|**|**|**|**|*
Color the Campaign*|*B20250144725*|*06/11/2025*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*311 N BUENA VISTA ST*|*APT 106*|*BURBANK*|*CA*|*United States*|*91505*|*311 N BUENA VISTA ST*|*APT 106*|**|*BURBANK*|*CA*|*United States*|*91505*|**|**|**|**|**|**|**|*
Community Collective Association LLC*|*B20250142000*|*06/11/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2700 NEILSON WAY*|*#629*|*SANTA MONICA*|*CA*|*United States*|*90495*|*2700 NEILSON WAY*|*#629*|**|*SANTA MONICA*|*CA*|*United States*|*90495*|**|**|**|**|**|**|*More Than One Manager*|*
Compassion Elevated Therapy Services*|*B20250141702*|*06/09/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4859 WEST SLAUSON AVENUE*|*#A712*|*LOS ANGELES*|*CA*|*United States*|*90056*|*4859 WEST SLAUSON AVENUE*|*#A712*|**|*LOS ANGELES*|*CA*|*United States*|*90056*|**|**|**|**|**|**|**|*
CONSTRUCTION CRAFT JR*|*B20250151436*|*06/09/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2271 LST*|**|*SAN DIEGO*|*CA*|*United States*|*92102*|*2271 LST*|**|**|*SAN DIEGO*|*CA*|*United States*|*92102*|**|**|**|**|**|**|**|*
COPIAPOA TECHNOLOGIES INC.*|*B20250143164*|*06/09/2025*|*DELAWARE*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2639 N VERMONT AVE*|**|*LOS ANGELES*|*CA*|*United States*|*90027*|*3470 EAST COAST AVENUE, #PH101*|**|**|*MIAMI*|*FL*|*United States*|*33137*|*2639 N VERMONT AVE*|**|*LOS ANGELES*|*CA*|*United States*|*90027*|**|*
CRAIG A. SALCIDO, MD, INC.*|*B20250151204*|*06/09/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251273029*|*Jun 11 2025  5:17PM*|*4 HAMPSHIRE COURT*|**|*LADERA RANCH*|*CA*|*United States*|*92694*|*4 HAMPSHIRE COURT*|**|**|*LADERA RANCH*|*CA*|*United States*|*92694*|**|**|**|**|**|**|**|*MEDICAL
Credence Hospitality*|*B20250148782*|*06/09/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*3045 BALMORAL DR*|**|*SAN JOSE*|*CA*|*United States*|*95132*|*3045 BALMORAL DR*|**|**|*SAN JOSE*|*CA*|*United States*|*95132*|**|**|**|**|**|**|**|*
Davis III and Family Transport and Logistics LLC*|*B20250096298*|*06/09/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*12598 HIGHLINE DR*|**|*APPLE VALLEY*|*CA*|*United States*|*92308*|*4010 WITT AVE*|**|**|*RIVERSIDE*|*CA*|*United States*|*92501*|**|**|**|**|**|**|*One Manager*|*
DCHIBBLE LLC*|*B20250118327*|*06/13/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1661 S BUNDY DRIVE*|*APT 307*|*WEST LOS ANGELES*|*CA*|*United States*|*90025*|*1661 S BUNDY DRIVE*|*APT 307*|**|*WEST LOS ANGELES*|*CA*|*United States*|*90025*|**|**|**|**|**|**|*All LLC Member(s)*|*
DeMoby Essence Care Inc*|*B20250151603*|*06/11/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Close*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5542 MONTEREY ROAD*|**|*SAN JOSE*|*CA*|*United States*|*95138-1529*|*5542 MONTEREY ROAD*|**|**|*SAN JOSE*|*CA*|*United States*|*95138-1529*|**|**|**|**|**|**|**|*
DIAMOND A. TRUCKING, LLC*|*B20250118753*|*06/11/2025*|*CALIFORNIA*|*Inactive*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|*2025-06-12 16:57:35.733*|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
DIRTY POP SODA SHOP, LLC*|*B20250140333*|*06/13/2025*|*NEVADA*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*20123 WACO RD*|**|*APPLE VALLEY*|*CA*|*United States*|*92308*|*20123 WACO RD*|**|**|*APPLE VALLEY*|*CA*|*United States*|*92308*|**|**|**|**|**|**|**|*
