ENTITY_NAME*|*ENTITY_NUM*|*INITIAL_FILING_DATE*|*JURISDICTION*|*ENTITY_STATUS*|*STANDING_SOS*|*ENTITY_TYPE*|*FILING_TYPE*|*FOREIGN_NAME*|*STANDING_FTB*|*STANDING_VCFCF*|*STANDING_AGENT*|*SUSPENSION_DATE*|*LAST_SI_FILE_NUMBER*|*LAST_SI_FILE_DATE*|*PRINCIPAL_ADDRESS*|*PRINCIPAL_ADDRESS2*|*PRINCIPAL_CITY*|*PRINCIPAL_STATE*|*PRINCIPAL_COUNTRY*|*PRINCIPAL_POSTAL_CODE*|*MAILING_ADDRESS*|*MAILING_ADDRESS2*|*MAILING_ADDRESS3*|*MAILING_CITY*|*MAILING_STATE*|*MAILING_COUNTRY*|*MAILING_POSTAL_CODE*|*PRINCIPAL_ADDRESS_IN_CA*|*PRINCIPAL_ADDRESS2_IN_CA*|*PRINCIPAL_CITY_IN_CA*|*PRINCIPAL_STATE_IN_CA*|*PRINCIPAL_COUNTRY_IN_CA*|*PRINCIPAL_POSTAL_CODE_IN_CA*|*LLC_MANAGEMENT_STRUCTURE*|*TYPE_OF_BUSINESS
B&W GLOBAL TRANSPORT INC*|*B20250148943*|*06/24/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251373140*|*Jun 27 2025  1:54PM*|*519 OCEAN ST*|**|*TULARE*|*CA*|*United States*|*93274*|*519 OCEAN ST*|**|**|*TULARE*|*CA*|*United States*|*93274*|**|**|**|**|**|**|**|*TRANSPORTATION
Banker Insulation*|*B20250134540*|*06/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
Bent Dime Inc.*|*B20250143072*|*06/27/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2752 GRANITE CREEK RD.*|**|*SCOTTS VALLEY*|*CA*|*United States*|*95066*|*2752 GRANITE CREEK RD.*|**|**|*SCOTTS VALLEY*|*CA*|*United States*|*95066*|**|**|**|**|**|**|**|*
B-FIT CA CORP*|*B20250142819*|*06/24/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*485 S RANCH VIEW CIRCLE*|*36*|*ANAHEIM*|*CA*|*United States*|*92807*|*485 S RANCH VIEW CIRCLE*|*36*|**|*ANAHEIM*|*CA*|*United States*|*92807*|**|**|**|**|**|**|**|*
CertiClean Lab LLC*|*B20250102082*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*7858 ARBOR CIR*|**|*HUNTINGTON BEACH*|*CA*|*United States*|*92647*|*7858 ARBOR CIR*|**|**|*HUNTINGTON BEACH*|*CA*|*United States*|*92647*|**|**|**|**|**|**|*All LLC Member(s)*|*
Doberman House L.L.C.*|*B20250072368*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1257W 24TH ST*|**|*LOS ANGELES*|*CA*|*United States*|*90007*|*1257W 24TH ST*|**|**|*LOS ANGELES*|*CA*|*United States*|*90007*|**|**|**|**|**|**|*All LLC Member(s)*|*
EAGLE CANYON HOMEOWNERS ASSOCIATION*|*B20250144949*|*06/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Mutual Benefit - Common Interest Development Corporation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*7007*|*MISSION GORGE RD #201*|*SAN DIEGO*|*CA*|*United States*|*92120*|*4133*|*EAGLE ST*|**|*SAN DIEGO*|*CA*|*United States*|*92103*|**|**|**|**|**|**|**|*
Elevated Nursing - Psychiatric NP, PC*|*B20250139069*|*06/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*29645 RANCHO CALIFORNIA RD*|*STE 213*|*TEMECULA*|*CA*|*United States*|*92591*|*29645 RANCHO CALIFORNIA RD*|*STE 213*|**|*TEMECULA*|*CA*|*United States*|*92591*|**|**|**|**|**|**|**|*
Evolution Sensors & Controls LLC*|*B20250148051*|*06/27/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*6700 FORUM DRIVE*|*STE 125*|*ORLANDO*|*FL*|*United States*|*32821*|*6700 FORUM DRIVE*|*STE 125*|**|*ORLANDO*|*FL*|*United States*|*32821*|*2108 N ST*|*STE N*|*SACRAMENTO*|*CA*|*United States*|*95816*|**|*
Fleur de Lotus*|*B20250151252*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*3183 WILSHIRE BLVD*|*#196 F25*|*LOS ANGELES*|*CA*|*United States*|*90010*|*35317 SUNLIGHT DR*|**|**|*YUCAIPA*|*CA*|*United States*|*92399*|**|**|**|**|**|**|**|*
Fresh Food Farms*|*B20250061170*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Agricultural Cooperative*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*742-450 HERLONG ACCESS ROAD*|**|*HERLONG*|*CA*|*United States*|*96113*|*742-450 HERLONG ACCESS ROAD*|*P.O. BOX 939*|**|*HERLONG*|*CA*|*United States*|*96113*|**|**|**|**|**|**|**|*
Galindo Foundation*|*B20250148043*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*37925 SIERRA HWY.*|*Q*|*PALMDALE*|*CA*|*United States*|*93550*|*37925 SIERRA HWY.*|*Q*|**|*PALMDALE*|*CA*|*United States*|*93550*|**|**|**|**|**|**|**|*
Genesis Shelters*|*B20250151669*|*06/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*123 NORTH 10TH STREET SPACE 70*|**|*TAFT*|*CA*|*United States*|*93268*|*123 NORTH 10TH STREET SPACE 70*|**|**|*TAFT*|*CA*|*United States*|*93268*|**|**|**|**|**|**|**|*
GML Licensed Professional Clinical Counselor PC*|*B20250148091*|*06/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*8861 VILLA LA JOLLA DRIVE*|*#12084*|*LA JOLLA*|*CA*|*United States*|*92039*|*PO BOX 12084*|**|**|*SAN DIEGO*|*CA*|*United States*|*92039*|**|**|**|**|**|**|**|*
Heartline Naija*|*B20250136204*|*06/28/2025*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*13400 DOTY AVE*|*14*|*HAWTHORNE*|*CA*|*United States*|*90250*|*13400 DOTY AVE*|*14*|**|*HAWTHORNE*|*CA*|*United States*|*90250*|**|**|**|**|**|**|**|*
JP Mobile Mixers LLC*|*B20250145580*|*06/25/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*17045 WOODHILL ST*|**|*FONTANA*|*CA*|*United States*|*92336*|*17045 WOODHILL ST*|**|**|*FONTANA*|*CA*|*United States*|*92336*|**|**|**|**|**|**|*One Manager*|*
JunkFlow, LLC*|*B20250143335*|*06/26/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*422 PERCY ST.*|**|*OXNARD*|*CA*|*United States*|*93033*|*422 PERCY ST.*|**|**|*OXNARD*|*CA*|*United States*|*93033*|**|**|**|**|**|**|*One Manager*|*
K & G Holdings*|*B20250151393*|*06/28/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*26025 NEWPORT RD*|*STE F-444*|*MENIFEE*|*CA*|*United States*|*92584*|*26025 NEWPORT RD*|*STE F-444*|**|*MENIFEE*|*CA*|*United States*|*92584*|**|**|**|**|**|**|**|*
Khalil Carter Health and Wellness Inc*|*B20250148108*|*06/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*8898 NAVAJO RD*|*C-356*|*SAN DIEGO*|*CA*|*United States*|*92119*|*8898 NAVAJO RD*|*C-356*|**|*SAN DIEGO*|*CA*|*United States*|*92119*|**|**|**|**|**|**|**|*
Klean Home LLC*|*B20250095375*|*06/30/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*7805 VICKI DR*|**|*WHITTIER*|*CA*|*United States*|*90606-2232*|*7805 VICKI DR*|**|**|*WHITTIER*|*CA*|*United States*|*90606-2232*|**|**|**|**|**|**|*One Manager*|*
KWC Realty Inc.*|*B20250151715*|*06/26/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1370 BIENVENEDA AVE*|**|*PACIFIC PALISADES*|*CA*|*United States*|*90272*|*12021 WILSHIRE BLVD*|*432*|**|*LOS ANGELES*|*CA*|*United States*|*90025*|**|**|**|**|**|**|**|*
M63 LLC*|*B20250127871*|*06/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
Mamacita's Estates ,LLC*|*B20250146375*|*06/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
Naayeri by Canavaria LLC*|*B20250138413*|*06/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4113 LYON AVE.*|**|*OAKLAND*|*CA*|*United States*|*94601*|*3542 FRUITVALE AVE*|*#230*|**|*OAKLAND*|*CA*|*United States*|*94602*|**|**|**|**|**|**|*One Manager*|*
Noblemen Construction Group Inc*|*B20250150298*|*06/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251345574*|*Jun 24 2025 11:39AM*|*12020 GUERIN ST*|*PH2*|*STUDIO CITY*|*CA*|*United States*|*91604*|*12020 GUERIN ST*|*PL 2*|**|*STUDIO CITY*|*CA*|*United States*|*91604*|*12020 GUERIN ST*|*PH2*|*STUDIO CITY*|*CA*|*United States*|*91604*|**|*Construction - Residential & Commercial Building and Renovation
OCO BERRIOS, LLC*|*B20250140305*|*06/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4840 PENNSYLVANIA AVE*|**|*FAIR OAKS*|*CA*|*United States*|*95628*|*4840 PENNSYLVANIA AVE*|**|**|*FAIR OAKS*|*CA*|*United States*|*95628*|**|**|**|**|**|**|*More Than One Manager*|*
Origin Vitae Network*|*B20250136740*|*06/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2204 SUNSET CLIFFS BLVD*|*STE 202*|*SAN DIEGO*|*CA*|*United States*|*92107*|*2204 SUNSET CLIFFS BLVD*|*STE 202*|**|*SAN DIEGO*|*CA*|*United States*|*92107*|**|**|**|**|**|**|**|*
PcklBus LLC*|*B20250098463*|*06/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*269 SOUTH BEVERLY DRIVE*|*1255*|*BEVERLY HILLS*|*CA*|*United States*|*90212*|*269 SOUTH BEVERLY DRIVE*|*1255*|**|*BEVERLY HILLS*|*CA*|*United States*|*90212*|**|**|**|**|**|**|*One Manager*|*
RC FRESH PRODUCE, INC.*|*B20250151271*|*06/26/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*574 N ST LOUIS STREET*|**|*LOS ANGELES*|*CA*|*United States*|*90033*|*574 N ST LOUIS STREET*|**|**|*LOS ANGELES*|*CA*|*United States*|*90033*|**|**|**|**|**|**|**|*
Redstone Residential, Inc.*|*B20250149291*|*06/23/2025*|*UTAH*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2483 N CANYON RD*|**|*PROVO*|*UT*|*United States*|*84604*|*2483 N CANYON RD*|**|**|*PROVO*|*UT*|*United States*|*84604*|*1115 W SACRAMENTO AVE*|**|*CHICO*|*CA*|*United States*|*95926*|**|*
Rocket Care Solutions*|*B20250151411*|*06/26/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*15166 PERRIS BLVD*|*106*|*MORENO VALLEY*|*CA*|*United States*|*92551*|*15166 PERRIS BLVD*|*106*|**|*MORENO VALLEY*|*CA*|*United States*|*92551*|**|**|**|**|**|**|**|*
Safety Secured LLC*|*B20250126554*|*06/25/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251376794*|*Jun 28 2025 11:31AM*|*6083 N FIGARDEN DR*|*#739*|*FRESNO*|*CA*|*United States*|*93722*|*6083 N FIGARDEN DR*|*739*|**|*FRESNO*|*CA*|*United States*|*93722*|**|**|**|**|**|**|*One Manager*|*"Security company providing guard, patrol, and protection services”
Seven Angels LLC*|*B20250135499*|*06/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1167 NORTH PASADENA AVE*|**|*AZUSA*|*CA*|*United States*|*91702*|*1167 NORTH PASADENA AVE*|**|**|*AZUSA*|*CA*|*United States*|*91702*|**|**|**|**|**|**|*One Manager*|*
SHOWTECH AIR SOLUTIONS, CORP.*|*B20250122085*|*06/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*20 WEST GRAND AVENUE*|*G*|*ALHAMBRA*|*CA*|*United States*|*91801*|*20 WEST GRAND AVENUE*|*G*|**|*ALHAMBRA*|*CA*|*United States*|*91801*|**|**|**|**|**|**|**|*
Tessellate Systems LLC*|*B20250133513*|*06/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*311 LOMA VISTA ST*|**|*EL SEGUNDO*|*CA*|*United States*|*90245*|*311 LOMA VISTA ST*|**|**|*EL SEGUNDO*|*CA*|*United States*|*90245*|**|**|**|**|**|**|*All LLC Member(s)*|*
The Learning Collective Education Consulting*|*B20250135630*|*06/24/2025*|*NEW YORK*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|*The Learning Collective Inc.*|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*861 PARKVIEW DRIVE NORTH*|*200*|*EL SEGUNDO*|*CA*|*United States*|*90245*|*861 PARKVIEW DRIVE NORTH*|*200*|**|*EL SEGUNDO*|*CA*|*United States*|*90245*|*861 PARKVIEW DRIVE NORTH*|*200*|*EL SEGUNDO*|*CA*|*United States*|*90245*|**|*
The Sante Company LLC*|*B20250144795*|*06/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*865 MARINA BAY PARKWAY*|*SUITE 39*|*RICHMOND*|*CA*|*United States*|*94804*|*865 MARINA BAY PARKWAY*|*SUITE 39*|**|*RICHMOND*|*CA*|*United States*|*94804*|**|**|**|**|**|**|*One Manager*|*
Theramax*|*B20250139123*|*06/25/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251373943*|*Jun 27 2025  3:06PM*|*690 W BROADWAY*|*APT 205*|*ANAHEIM*|*CA*|*United States*|*92805*|*690 W BROADWAY*|*APT 205*|**|*ANAHEIM*|*CA*|*United States*|*92805*|**|**|**|**|**|**|**|*PHYSICAL THERAPY
Tony Luzuriaga, P.C.*|*B20250150860*|*06/25/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*9651 BUSINESS CENTER DRIVE*|*SUITE C*|*RANCHO CUCAMONGA*|*CA*|*United States*|*91730*|*9651 BUSINESS CENTER DRIVE*|*SUITE C*|**|*RANCHO CUCMAONGA*|*CA*|*United States*|*91730*|**|**|**|**|**|**|**|*
TRUTH IS HEALING*|*B20250149249*|*06/24/2025*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*355 JOAQUIN AVE STE 522*|**|*SAN LEANDRO*|*CA*|*United States*|*94577*|*355 JOAQUIN AVE STE 522*|**|**|*SAN LEANDRO*|*CA*|*United States*|*94577*|**|**|**|**|**|**|**|*
United Plumbing Services CA*|*B20250144001*|*06/24/2025*|*COLORADO*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|*United Plumbing Services Company*|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2603 LOYD CIRCLE*|**|*PARKER*|*CO*|*United States*|*80138*|*2603 LOYD CIRCLE*|**|**|*PARKER*|*CO*|*United States*|*80138*|**|**|**|**|**|**|**|*
Validus Via Nova*|*B20250064993*|*06/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Nonprofit Corporation - CA - Public Benefit*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*27044 HONBY AVE*|**|*SANTA CLARITA*|*CA*|*United States*|*91351*|*27044 HONBY AVE*|**|**|*SANTA CLARITA*|*CA*|*United States*|*91351*|**|**|**|**|**|**|**|*
World Positive Foods, Inc.*|*B20250139880*|*06/27/2025*|*DELAWARE*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|*World Positive Foods, Inc.*|*Good*|*Good*|*Good*|**|*BA20251376743*|*Jun 28 2025 11:10AM*|*707 HEINZ AVE*|*A*|*BERKELEY*|*CA*|*United States*|*94710*|*4400 EDGEWOOD AVE*|**|**|*OAKLAND*|*CA*|*United States*|*94602-1318*|*707 HEINZ AVE*|*STE A*|*BERKELEY*|*CA*|*United States*|*94710*|**|*BEVERAGE
Zen Stone Creations LLC*|*B20250097768*|*06/28/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*611 BELLA VISTA*|**|*FREMONT*|*CA*|*United States*|*94539*|*611 BELLA VISTA*|**|**|*FREMONT*|*CA*|*United States*|*94539*|**|**|**|**|**|**|*One Manager*|*
ZenithSpark LLC*|*B20250142665*|*06/27/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*100 N WHISHMAN RD*|*APT 3013*|*MOUNTAIN VIEW*|*CA*|*United States*|*94043*|*100 N WHISHMAN RD*|*APT 3013*|**|*MOUNTAIN VIEW*|*CA*|*United States*|*94043*|**|**|**|**|**|**|*One Manager*|*
ZION CTR LLC*|*B20250095019*|*06/26/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
