ENTITY_NAME*|*ENTITY_NUM*|*INITIAL_FILING_DATE*|*JURISDICTION*|*ENTITY_STATUS*|*STANDING_SOS*|*ENTITY_TYPE*|*FILING_TYPE*|*FOREIGN_NAME*|*STANDING_FTB*|*STANDING_VCFCF*|*STANDING_AGENT*|*SUSPENSION_DATE*|*LAST_SI_FILE_NUMBER*|*LAST_SI_FILE_DATE*|*PRINCIPAL_ADDRESS*|*PRINCIPAL_ADDRESS2*|*PRINCIPAL_CITY*|*PRINCIPAL_STATE*|*PRINCIPAL_COUNTRY*|*PRINCIPAL_POSTAL_CODE*|*MAILING_ADDRESS*|*MAILING_ADDRESS2*|*MAILING_ADDRESS3*|*MAILING_CITY*|*MAILING_STATE*|*MAILING_COUNTRY*|*MAILING_POSTAL_CODE*|*PRINCIPAL_ADDRESS_IN_CA*|*PRINCIPAL_ADDRESS2_IN_CA*|*PRINCIPAL_CITY_IN_CA*|*PRINCIPAL_STATE_IN_CA*|*PRINCIPAL_COUNTRY_IN_CA*|*PRINCIPAL_POSTAL_CODE_IN_CA*|*LLC_MANAGEMENT_STRUCTURE*|*TYPE_OF_BUSINESS
1144 Sonoma Ave #116 LLC*|*B20250147327*|*06/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1144 SONOMA AVE, SUITE 116*|*SUITE 116*|*SANTA ROSA*|*CA*|*United States*|*95405*|*PO BOX #390*|**|**|*FULTON*|*CA*|*United States*|*95439*|**|**|**|**|**|**|*One Manager*|*
1144 Sonoma Ave #117 LLC*|*B20250147350*|*06/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1144 SONOMA AVE, SUITE 117*|*SUITE 116*|*SANTA ROSA*|*CA*|*United States*|*95405*|*PO BOX #390*|**|**|*FULTON*|*CA*|*United States*|*95439*|**|**|**|**|**|**|*One Manager*|*
11720 AVIATION BLVD, LLC*|*B20250145909*|*06/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*6704 SVL BOX*|**|*VICTORVILLE*|*CA*|*United States*|*92395*|*6704 SVL BOX*|**|**|*VICTORVILLE*|*CA*|*United States*|*92395*|**|**|**|**|**|**|*More Than One Manager*|*
1184 Dektos Ministries*|*B20250148229*|*06/03/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
11928 Jefferson Blvd LLC*|*B20250147266*|*06/02/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|*BA20251223999*|*Jun  3 2025  5:08PM*|*11601 WILSHIRE BLVD.*|*SUITE 1960*|*LOS ANGELES*|*CA*|*United States*|*90025*|*11601 WILSHIRE BLVD.*|*SUITE 1960*|**|*LOS ANGELES*|*CA*|*United States*|*90025*|*11601 WILSHIRE BLVD.*|*SUITE 1960*|*LOS ANGELES*|*CA*|*United States*|*90025*|**|*Holding Company
12000ai LLC*|*B20250150542*|*06/04/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1090 ORCHARD RD*|**|*LAFAYETTE*|*CA*|*United States*|*94549*|*1090 ORCHARD RD*|**|**|*LAFAYETTE*|*CA*|*United States*|*94549*|**|**|**|**|**|**|*All LLC Member(s)*|*
12118 YUC LLC*|*B20250146651*|*06/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1255 W COLTON AVE #616*|**|*REDLANDS*|*CA*|*United States*|*92374*|*1255 W COLTON AVE #616*|**|**|*REDLANDS*|*CA*|*United States*|*92374*|**|**|**|**|**|**|*All LLC Member(s)*|*
1237 19th St LLC*|*B20250146682*|*06/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1228 TREAT AVE.*|**|*SAN FRANCISCO*|*CA*|*United States*|*94110*|*1228 TREAT AVE.*|**|**|*SAN FRANCISCO*|*CA*|*United States*|*94110*|**|**|**|**|**|**|*One Manager*|*
12TH STREET, LLC*|*B20250148535*|*06/03/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*9461 READING AVENUE*|**|*WESTMINSTER*|*CA*|*United States*|*92683*|*9461 READING AVENUE*|**|**|*WESTMINSTER*|*CA*|*United States*|*92683*|**|**|**|**|**|**|*One Manager*|*
1320 N Ventura Ave LLC*|*B20250147665*|*06/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251217986*|*Jun  3 2025  9:27AM*|*3424 DUNKIRK DR*|**|*OXNARD*|*CA*|*United States*|*93035*|*3424 DUNKIRK DR*|**|**|*OXNARD*|*CA*|*United States*|*93035*|*3424 DUNKIRK DR*|**|*OXNARD*|*CA*|*United States*|*93035*|*One Manager*|*The building will be rented.
135 BELMONT, LLC*|*B20250149138*|*06/03/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*900 W 10TH STREET*|**|*AZUSA*|*CA*|*United States*|*91702*|*900 W 10TH STREET*|**|**|*AZUSA*|*CA*|*United States*|*91702*|**|**|**|**|**|**|*One Manager*|*
1393 LLC*|*B20250140865*|*06/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251210808*|*Jun  2 2025 12:01PM*|*5220 JAMES RD*|**|*SANTA BARBARA*|*CA*|*United States*|*93111*|*5220 JAMES RD*|**|**|*SANTA BARBARA*|*CA*|*United States*|*93111*|*5220 JAMES RD*|**|*SANTA BARBARA*|*CA*|*United States*|*93111*|*More Than One Manager*|*Non-alcoholic beverage vending machines with a focus on health and conve
1417 3RD AVE LLC*|*B20250150026*|*06/04/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*556 N HUNT CIR*|**|*PLACENTIA*|*CA*|*United States*|*92870*|*556 N HUNT CIR*|**|**|*PLACENTIA*|*CA*|*United States*|*92870*|**|**|**|**|**|**|*More Than One Manager*|*
1427 Mount Diablo Leung LLC*|*B20250151705*|*06/05/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*801 E CHARLESTON RD*|**|*PALO ALTO*|*CA*|*United States*|*94303*|*801 E CHARLESTON RD*|**|**|*PALO ALTO*|*CA*|*United States*|*94303*|**|**|**|**|**|**|*One Manager*|*
14807 Ostego LLC*|*B20250149952*|*06/04/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*14807 OTSEGO STREET*|**|*SHERMAN OAKS*|*CA*|*United States*|*91403*|*367 NORTH EDINBURGH AVENUE*|**|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90048*|**|**|**|**|**|**|*All LLC Member(s)*|*
1482 MELWOOD, LLC*|*B20250150158*|*06/04/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5301 EXCHANGE STREET*|**|*LOS ANGELES*|*CA*|*United States*|*90039*|*P. O. BOX 4034*|**|**|*BURBANK*|*CA*|*United States*|*91503*|**|**|**|**|**|**|*More Than One Manager*|*
151 Summit Way LLC*|*B20250150567*|*06/04/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*11 VINTAGE DRIVE*|**|*NEWPORT BEACH*|*CA*|*United States*|*92660*|*11 VINTAGE DRIVE*|**|**|*NEWPORT BEACH*|*CA*|*United States*|*92660*|**|**|**|**|**|**|*More Than One Manager*|*
1580 PARK AVE SPO LLC*|*B20250151185*|*06/04/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251235934*|*Jun  5 2025 10:39AM*|*5452 WINDWARD AVE*|**|*LONG BEACH*|*CA*|*United States*|*90814*|*5452 WINDWARD AVE*|**|**|*LONG BEACH*|*CA*|*United States*|*90814*|*5452 WINDWARD AVE*|**|*LONG BEACH*|*CA*|*United States*|*90814*|*One Manager*|*REAL ESTATE DEVELOPMENT AND OWNERS
1580 PARK AVE SPO LLC*|*B20250148353*|*06/03/2025*|*CALIFORNIA*|*Inactive*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|*2025-06-05 10:38:31.690*|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
160 San Pedro LLC*|*B20250146955*|*06/02/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*520 S. EL CAMINO REAL, SUITE 200*|**|*SAN MATEO*|*CA*|*United States*|*94402*|*520 S. EL CAMINO REAL, SUITE 200*|**|**|*SAN MATEO*|*CA*|*United States*|*94402*|**|**|**|**|**|**|**|*
16021ViaArroyo LLC*|*B20250149386*|*06/03/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1115 LORENZINI LOOP*|**|*SAN RAMON*|*CA*|*United States*|*94583*|*1115 LORENZINI LOOP*|**|**|*SAN RAMON*|*CA*|*United States*|*94583*|**|**|**|**|**|**|*One Manager*|*
1618linen LLC*|*B20250145804*|*06/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*7713 MIDFIELD AVENUE*|**|*WESTCHESTER*|*CA*|*United States*|*90045*|*7713 MIDFIELD AVENUE*|**|**|*WESTCHESTER*|*CA*|*United States*|*90045*|**|**|**|**|**|**|*All LLC Member(s)*|*
1622 Elm Ave,  LLC*|*B20250150857*|*06/04/2025*|**|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251239955*|*Jun  5 2025  4:23PM*|*5050 LAGUNA WAY # 1 12-534*|**|*ELK GROVE*|*CA*|*United States*|*95758*|*5050 LAGUNA WAY # 1 12-534*|**|**|*ELK GROVE*|*CA*|*United States*|*95758*|*5050 LAGUNA WAY # 1 12-534*|**|*ELK GROVE*|*CA*|*United States*|*95758*|*All LLC Member(s)*|*Asset Management
168 A PLUS SPA*|*B20250147501*|*06/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251224209*|*Jun  3 2025  5:38PM*|*10653 W PICO BLVD*|**|*LOS ANGELES*|*CA*|*United States*|*90064*|*10653 W PICO BLVD*|**|**|*LOS ANGELES*|*CA*|*United States*|*90064*|*10653 W PICO BLVD*|**|*LOS ANGELES*|*CA*|*United States*|*90064*|**|*Head Therapy, Facial Treatment
1743 Westridge LLC*|*B20250146624*|*06/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251244370*|*Jun  6 2025 12:25PM*|*2632 WILSHIRE BLVD.*|*SUITE 425*|*SANTA MONICA*|*CA*|*United States*|*90403*|*2632 WILSHIRE BLVD.*|*SUITE 425*|**|*SANTA MONICA*|*CA*|*United States*|*90403*|**|**|**|**|**|**|*One Manager*|*REAL ESTATE HOLDING COMPANY
17515RH INC*|*B20250149031*|*06/03/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251230801*|*Jun  4 2025  2:33PM*|*17515 COLIMA RD*|*STE B*|*CITY OF INDUSTRY*|*CA*|*United States*|*91748*|*17515 COLIMA RD*|*STE B*|**|*CITY OF INDUSTRY*|*CA*|*United States*|*91748*|*17515 COLIMA RD*|*STE B*|*CITY OF INDUSTRY*|*CA*|*United States*|*91748*|**|*RETAIL FOOD & BEVERAGE
17th St Santa Ana LLC*|*B20250147411*|*06/03/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*16 GENEVE*|**|*NEWPORT BEACH*|*CA*|*United States*|*92663*|*16 GENEVE*|**|**|*NEWPORT BEACH*|*CA*|*United States*|*92663*|**|**|**|**|**|**|*One Manager*|*
1801 W. VICTORY, LLC*|*B20250150190*|*06/04/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5301 EXCHANGE STREET*|**|*LOS ANGELES*|*CA*|*United States*|*90039*|*P. O.BOX 4034*|**|**|*BURBANK*|*CA*|*United States*|*91503*|**|**|**|**|**|**|*More Than One Manager*|*
1812 Beryl Lane LLC*|*B20250149693*|*06/03/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251230437*|*Jun  4 2025  2:04PM*|*2823 E FOUNTAIN ST*|**|*MESA*|*AZ*|*United States*|*85213*|*2823 E FOUNTAIN ST*|**|**|*MESA*|*AZ*|*United States*|*85213*|*2823 E FOUNTAIN ST*|**|*MESA*|*CA*|*United States*|*85213*|*All LLC Member(s)*|*To purchase and acquire the property at 1812 Beryl
1921 Ontario, LLC.*|*B20250149037*|*06/03/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251235353*|*Jun  5 2025  9:49AM*|*1921 EAST ACACIA STREET*|**|*ONTARIO*|*CA*|*United States*|*91761*|*1921 EAST ACACIA STREET*|**|**|*ONTARIO*|*CA*|*United States*|*91761*|*1921 EAST ACACIA STREET*|**|*ONTARIO*|*CA*|*United States*|*91761*|*One Manager*|*manufacturing and wholesale distribution
1959 Harrison LLC*|*B20250148511*|*06/03/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251235823*|*Jun  5 2025 10:29AM*|*8605 SANTA MONICA BLVD*|*STE. 38890*|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|*8605 SANTA MONICA BLVD*|*STE. 38890*|**|*WEST HOLLYWOOD*|*CA*|*United States*|*90069*|**|**|**|**|**|**|*One Manager*|*Real Estate
19655 PARTHENIA, LLC.*|*B20250148650*|*06/05/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*17915 VENTURA BLVD*|*202*|*ENCINO*|*CA*|*United States*|*91316*|*17915 VENTURA BLVD*|*202*|**|*ENCINO*|*CA*|*United States*|*91316*|**|**|**|**|**|**|*All LLC Member(s)*|*
1984 PROPERTIES LLC*|*B20250150486*|*06/04/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2504 FLOYD AVE*|**|*MODESTO*|*CA*|*United States*|*95355*|*2504 FLOYD AVE*|**|**|*MODESTO*|*CA*|*United States*|*95355*|**|**|**|**|**|**|*All LLC Member(s)*|*
1996 JEFFERSON PROPERTIES LLC*|*B20250148086*|*06/03/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251224697*|*Jun  3 2025  8:08PM*|*3711 RUTHELEN ST*|**|*LOS ANGELES*|*CA*|*United States*|*90018*|*3711 RUTHELEN ST*|**|**|*LOS ANGELES*|*CA*|*United States*|*90018*|*3711 RUTHELEN STREET*|**|*LOS ANGELES*|*CA*|*United States*|*90018*|*One Manager*|*Mixed Use Real Estate
1PLaw PC*|*B20250151491*|*06/04/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Professional*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*154A 18TH AVE*|**|*SAN FRANCISCO*|*CA*|*United States*|*94121*|*154A 18TH AVE*|**|**|*SAN FRANCISCO*|*CA*|*United States*|*94121*|**|**|**|**|**|**|**|*
1ST CHOICE READY MIX INC*|*B20250140255*|*06/03/2025*|*NEVADA*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*3045 S ARCHIBALD AVE*|**|*ONTARIO*|*CA*|*United States*|*91761*|*P O BOX 6507*|**|**|*ONTARIO*|*CA*|*United States*|*91761*|*3045 SD ARCHIBALD AVE*|**|*ONTARIO*|*CA*|*United States*|*91761*|**|*
1st Logix LLC*|*B20250143797*|*06/02/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*25566 FOXGLOVE LN*|**|*CORONA*|*CA*|*United States*|*92883*|*25566 FOXGLOVE LN*|**|**|*CORONA*|*CA*|*United States*|*92883*|**|**|**|**|**|**|*All LLC Member(s)*|*
