ENTITY_NAME*|*ENTITY_NUM*|*INITIAL_FILING_DATE*|*JURISDICTION*|*ENTITY_STATUS*|*STANDING_SOS*|*ENTITY_TYPE*|*FILING_TYPE*|*FOREIGN_NAME*|*STANDING_FTB*|*STANDING_VCFCF*|*STANDING_AGENT*|*SUSPENSION_DATE*|*LAST_SI_FILE_NUMBER*|*LAST_SI_FILE_DATE*|*PRINCIPAL_ADDRESS*|*PRINCIPAL_ADDRESS2*|*PRINCIPAL_CITY*|*PRINCIPAL_STATE*|*PRINCIPAL_COUNTRY*|*PRINCIPAL_POSTAL_CODE*|*MAILING_ADDRESS*|*MAILING_ADDRESS2*|*MAILING_ADDRESS3*|*MAILING_CITY*|*MAILING_STATE*|*MAILING_COUNTRY*|*MAILING_POSTAL_CODE*|*PRINCIPAL_ADDRESS_IN_CA*|*PRINCIPAL_ADDRESS2_IN_CA*|*PRINCIPAL_CITY_IN_CA*|*PRINCIPAL_STATE_IN_CA*|*PRINCIPAL_COUNTRY_IN_CA*|*PRINCIPAL_POSTAL_CODE_IN_CA*|*LLC_MANAGEMENT_STRUCTURE*|*TYPE_OF_BUSINESS
&MANDA LLC*|*B20250217605*|*07/21/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251527694*|*Jul 23 2025 11:16PM*|*6400 CHRISTIE AVE*|*1407*|*EMERYVILLE*|*CA*|*United States*|*94608*|*6400 CHRISTIE AVE*|*1407*|**|*EMERYVILLE*|*CA*|*United States*|*94608*|*6400 CHRISTIE AVE*|*1407*|*EMERYVILLE*|*CA*|*United States*|*94608*|*One Manager*|*E-commerce,brand management,and online product marketing under the Manda
.a-z Tokens LLC*|*B20250219891*|*07/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1113 HOPKINS WAY*|**|*PLEASANTON*|*CA*|*United States*|*94566*|*94 EAST CREEK COURT*|**|**|*PLEASANTON*|*CA*|*United States*|*94566*|**|**|**|**|**|**|*All LLC Member(s)*|*
007 TRANSPORTATION, INC*|*B20250220526*|*07/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1615 W 10TH STREET*|*2*|*ANTIOCH*|*CA*|*United States*|*94509*|*1615 W 10TH STREET*|*2*|**|*ANTIOCH*|*CA*|*United States*|*94509*|**|**|**|**|**|**|**|*
02FLEETT LLC*|*B20250219174*|*07/22/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*20885 N LOWER SACRAMENTO RD*|**|*ACAMPO*|*CA*|*United States*|*95220*|*20885 N LOWER SACRAMENTO RD*|**|**|*ACAMPO*|*CA*|*United States*|*95220*|**|**|**|**|**|**|*One Manager*|*
1000 Verde Road LLC*|*B20250220594*|*07/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*724 ARROYO LEON DRIVE*|**|*HALF MOON BAY*|*CA*|*United States*|*94019*|*724 ARROYO LEON DRIVE*|**|**|*HALF MOON BAY*|*CA*|*United States*|*94019*|**|**|**|**|**|**|*More Than One Manager*|*
101 Ash Housing LLC*|*B20250218998*|*07/22/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2006 N. SEPULVEDA BLVD.*|*SUITE #526*|*MANHATTAN BEACH*|*CA*|*United States*|*90266*|*2006 N. SEPULVEDA BLVD.*|*SUITE #526*|**|*MANHATTAN BEACH*|*CA*|*United States*|*90266*|**|**|**|**|**|**|*One Manager*|*
101 MAIN SIERRAVILLE, LLC*|*B20250220364*|*07/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*364 SAN BENANCIO ROAD*|**|*SALINAS*|*CA*|*United States*|*93908*|*364 SAN BENANCIO ROAD*|**|**|*SALINAS*|*CA*|*United States*|*93908*|**|**|**|**|**|**|*All LLC Member(s)*|*
1015 Granville, LLC*|*B20250218969*|*07/22/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*17141 VENTURA BLVD*|*214*|*ENCINO*|*CA*|*United States*|*91316*|*17141 VENTURA BLVD*|*214*|**|*ENCINO*|*CA*|*United States*|*91316*|**|**|**|**|**|**|*More Than One Manager*|*
10232 Pinewood Partners LP*|*B20250211545*|*07/21/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Partnership - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*10232 PINEWOOD AVE*|*APT 2*|*TUJUNGA*|*CA*|*United States*|*91042*|*26923 SAND CANYON RD*|**|**|*SANTA CLARITA*|*CA*|*United States*|*91387*|**|**|**|**|**|**|**|*
1033 ESTHER DR LLC*|*B20250210573*|*07/21/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251524140*|*Jul 23 2025  1:44PM*|*2280 DIAMOND BLVD SUITE 360*|**|*CONCORD*|*CA*|*United States*|*94520*|*2280 DIAMOND BLVD SUITE 360*|**|**|*CONCORD*|*CA*|*United States*|*94520*|**|**|**|**|**|**|*All LLC Member(s)*|*REAL ESTATE
1039 Mettler LLC*|*B20250221244*|*07/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*21012 VENTURA BLVD*|*STE 350*|*WOODLAND HILLS*|*CA*|*United States*|*91364*|*21012 VENTURA BLVD*|*STE 350*|**|*WOODLAND HILLS*|*CA*|*United States*|*91364*|**|**|**|**|**|**|*One Manager*|*
104 Goulson Street LLC*|*B20250220587*|*07/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*724 ARROYO LEON DRIVE*|**|*HALF MOON BAY*|*CA*|*United States*|*94019*|*724 ARROYO LEON DRIVE*|**|**|*HALF MOON BAY*|*CA*|*United States*|*94019*|**|**|**|**|**|**|*More Than One Manager*|*
1059 Tiller LLC*|*B20250219039*|*07/22/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*168 PATRICIA LANE*|**|*ALAMO*|*CA*|*United States*|*94507*|*168 PATRICIA LANE*|**|**|*ALAMO*|*CA*|*United States*|*94507*|**|**|**|**|**|**|*One Manager*|*
11 BEST 11 LLC*|*B20250223279*|*07/24/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
11 Meadows, LLC*|*B20250218714*|*07/22/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5849 VALLEY CIRCLE BLVD*|**|*WOODLAND HILLS*|*CA*|*United States*|*91367*|*5849 VALLEY CIRCLE BLVD*|**|**|*WOODLAND HILLS*|*CA*|*United States*|*91367*|**|**|**|**|**|**|*More Than One Manager*|*
11:33 Furniture Inc.*|*B20250220121*|*07/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251521157*|*Jul 23 2025  9:42AM*|*22970 ELK TRAIL EAST*|**|*REDDING*|*CA*|*United States*|*96003*|*22970 ELK TRAIL EAST*|**|**|*REDDING*|*CA*|*United States*|*96003*|*22970 ELK TRAIL EAST*|**|*REDDING*|*CA*|*United States*|*96003*|**|*Furniture Sales
1102 Lomond, LLC*|*B20250221015*|*07/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1102 LOMOND DRIVE*|**|*EL DORADO HILLS*|*CA*|*United States*|*95762*|*1102 LOMOND DRIVE*|**|**|*EL DORADO HILLS*|*CA*|*United States*|*95762*|**|**|**|**|**|**|*One Manager*|*
1117 EVELYN CT LLC*|*B20250216730*|*07/21/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251506981*|*Jul 21 2025  2:40PM*|*1117 EVELYN CT*|**|*RIDGECREST*|*CA*|*United States*|*93555*|*4105 ALONZO AVE*|**|**|*ENCINO*|*CA*|*United States*|*91316*|*1117 EVELYN CT*|**|*RIDGECREST*|*CA*|*United States*|*93555*|*One Manager*|*RESIDENTIAL REAL ESTATE
1156 Treat*|*B20250208050*|*07/22/2025*|*CALIFORNIA*|*Active*|*Good*|*Unincorporated Common Interest Development*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
1174 Grove Street LLC*|*B20250223864*|*07/25/2025*|*CALIFORNIA*|*Active*|*Good*|*Name Reservation*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
118 20TH STREET STATUTORY TRUST*|*B20250223831*|*07/22/2025*|*WYOMING*|*Active*|*Good*|*Out of State Association*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1718 CAPITOL AVE*|**|*CHEYENNE*|*WY*|*United States*|*82001*|*1718 CAPITOL AVE*|**|**|*CHEYENNE*|*WY*|*United States*|*82001*|**|**|**|**|**|**|**|*
1217 N LOUISE STREET LLC*|*B20250219371*|*07/22/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*444 SOUTH FLOWER STREET*|*STE 1700*|*LOS ANGELES*|*CA*|*United States*|*90071*|*444 SOUTH FLOWER STREET*|*STE 1700*|**|*LOS ANGELES*|*CA*|*United States*|*90071*|**|**|**|**|**|**|*One Manager*|*
1219 AK BC LLC*|*B20250220199*|*07/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1219 ABBOT KINNEY BLVD.*|**|*VENICE*|*CA*|*United States*|*90291*|*2242 COLDWATER CANYON DR.*|**|**|*BEVERLY HILLS*|*CA*|*United States*|*90210*|**|**|**|**|**|**|*One Manager*|*
123 MISSION EXCHANGE, LLC*|*B20250216843*|*07/21/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*9550 FIRESTONE BLVD., #105*|**|*DOWNEY*|*CA*|*United States*|*90241*|*9550 FIRESTONE BLVD., #105*|**|**|*DOWNEY*|*CA*|*United States*|*90241*|**|**|**|**|**|**|*One Manager*|*
123 N. Fremont Street LLC*|*B20250220380*|*07/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1829 FULTON STREET*|**|*SAN FRANCISCO*|*CA*|*United States*|*94117*|*1829 FULTON STREET*|**|**|*SAN FRANCISCO*|*CA*|*United States*|*94117*|**|**|**|**|**|**|*More Than One Manager*|*
1231 AK BC LLC*|*B20250220219*|*07/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1231 ABBOT KINNEY BLVD.*|**|*VENICE*|*CA*|*United States*|*90291*|*2242 COLDWATER CANYON DR.*|**|**|*BEVERLY HILLS*|*CA*|*United States*|*90210*|**|**|**|**|**|**|*One Manager*|*
12712 Willowood LLC*|*B20250217258*|*07/21/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*16152 MELODY LANE*|**|*HUNTINGTON BEACH*|*CA*|*United States*|*92649*|*16152 MELODY LANE*|**|**|*HUNTINGTON BEACH*|*CA*|*United States*|*92649*|**|**|**|**|**|**|*More Than One Manager*|*
12713 westminster LLC*|*B20250219850*|*07/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*6700 FALLBROOK AVE UNIT 289*|**|*WEST HILLS*|*CA*|*United States*|*91307*|*6700 FALLBROOK AVE UNIT 289*|**|**|*WEST HILLS*|*CA*|*United States*|*91307*|**|**|**|**|**|**|*All LLC Member(s)*|*
12AM PRODUCTION AND MANAGEMENT, LLC*|*B20250222115*|*07/24/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*10533 SAN JUAN AVE.*|**|*SOUTH GATE*|*CA*|*United States*|*90280*|*10533 SAN JUAN AVE.*|**|**|*SOUTH GATE*|*CA*|*United States*|*90280*|**|**|**|**|**|**|*More Than One Manager*|*
1304 ORANGE LLC*|*B20250219434*|*07/22/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251533571*|*Jul 24 2025  3:41PM*|*1502 WRIGHT AVE*|**|*SUNNYVALE*|*CA*|*United States*|*94087*|*1502 WRIGHT AVE*|**|**|*SUNNYVALE*|*CA*|*United States*|*94087*|**|**|**|**|**|**|*All LLC Member(s)*|*REAL ESTATE
135 Kissling LLC*|*B20250219027*|*07/22/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*168 PATRICIA LANE*|**|*ALAMO*|*CA*|*United States*|*94507*|*168 PATRICIA LANE*|**|**|*ALAMO*|*CA*|*United States*|*94507*|**|**|**|**|**|**|*One Manager*|*
137 Holdings AP, LLC*|*B20250220229*|*07/23/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*233 POST STREET*|*6TH FLOOR*|*SAN FRANCISCO*|*CA*|*United States*|*94108*|*233 POST STREET*|*6TH FLOOR*|**|*SAN FRANCISCO*|*CA*|*United States*|*94108*|*233 POST STREET*|*6TH FLOOR*|*SAN FRANCISCO*|*CA*|*United States*|*94108*|**|*
139 S EDINBURGH LLC*|*B20250220877*|*07/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*139 S EDINBURGH AVE*|**|*LOS ANGELES*|*CA*|*United States*|*90048*|*139 S EDINBURGH AVE*|**|**|*LOS ANGELES*|*CA*|*United States*|*90048*|**|**|**|**|**|**|*One Manager*|*
14 AUTO MOTORS INC*|*B20250218098*|*07/22/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251543576*|*Jul 26 2025  8:46PM*|*1765 ELM AVE*|**|*SAN DIEGO*|*CA*|*United States*|*92154*|*1765 ELM AVE*|**|**|*SAN DIEGO*|*CA*|*United States*|*92154*|*1765 ELM AVE*|**|*SAN DIEGO*|*CA*|*United States*|*92154*|**|*USED AUTO DEALER
1420 9th Street, LLC*|*B20250218366*|*07/22/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*40 PEMBROKE LANE*|**|*LAGUNA NIGUEL*|*CA*|*United States*|*92677*|*40 PEMBROKE LANE*|**|**|*LAGUNA NIGUEL*|*CA*|*United States*|*92677*|**|**|**|**|**|**|*All LLC Member(s)*|*
14201 S MAIN LLC*|*B20250222496*|*07/24/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*13900 S BROADWAY # A*|**|*LOS ANGELES*|*CA*|*United States*|*90061*|*13900 S BROADWAY # A*|**|**|*LOS ANGELES*|*CA*|*United States*|*90061*|**|**|**|**|**|**|*All LLC Member(s)*|*
1425 Corte Goya LLC*|*B20250220175*|*07/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2929 EL COYOTE RUN*|**|*FALLBROOK*|*CA*|*United States*|*92028*|*2929 EL COYOTE RUN*|**|**|*FALLBROOK*|*CA*|*United States*|*92028*|**|**|**|**|**|**|*All LLC Member(s)*|*
1438 Dolphin Court, LLC*|*B20250222082*|*07/24/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*7105 AVIARA DRIVE*|**|*CARLSBAD*|*CA*|*United States*|*92011*|*7105 AVIARA DRIVE*|**|**|*CARLSBAD*|*CA*|*United States*|*92011*|**|**|**|**|**|**|*One Manager*|*
1440 Eastman, LLC*|*B20250221208*|*07/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251539066*|*Jul 25 2025  1:14PM*|*10 W. HARBOR BLVD., 2ND FLOOR*|**|*VENTURA*|*CA*|*United States*|*93001*|*1056 EAST META STREET, SUITE 201*|**|**|*VENTURA*|*CA*|*United States*|*93001*|**|**|**|**|**|**|*One Manager*|*To carry on any lawful business for which a LLC may be organized in CA.
146 W 134TH LLC*|*B20250222447*|*07/24/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4919 ROMA CT*|**|*MARINA DEL REY*|*CA*|*United States*|*90292*|*4919 ROMA CT*|**|**|*MARINA DEL REY*|*CA*|*United States*|*90292*|**|**|**|**|**|**|*All LLC Member(s)*|*
1467 Maple St. LP*|*B20250217033*|*07/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Partnership - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1467 MAPLE ST.*|**|*SANTA ANA*|*CA*|*United States*|*92707*|*1467 MAPLE ST.*|**|**|*SANTA ANA*|*CA*|*United States*|*92707*|**|**|**|**|**|**|**|*
1469 Maple St. LP*|*B20250217036*|*07/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Partnership - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1469 MAPLE ST.*|**|*SANTA ANA*|*CA*|*United States*|*92707*|*1469 MAPLE ST.*|**|**|*SANTA ANA*|*CA*|*United States*|*92707*|**|**|**|**|**|**|**|*
1479 Berriedale, LLC*|*B20250221070*|*07/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1479 BERRIEDALE CT.*|**|*FOLSOM*|*CA*|*United States*|*95630*|*1102 LOMOND DRIVE*|**|**|*EL DORADO HILLS*|*CA*|*United States*|*95762*|**|**|**|**|**|**|*One Manager*|*
1481 Pescadero Creek Road LLC*|*B20250220609*|*07/23/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*724 ARROYO LEON DRIVE*|**|*HALF MOON BAY*|*CA*|*United States*|*94019*|*724 ARROYO LEON DRIVE*|**|**|*HALF MOON BAY*|*CA*|*United States*|*94019*|**|**|**|**|**|**|*More Than One Manager*|*
149 NM JV, LLC*|*B20250222522*|*07/24/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1 POST STREET, 33RD FLOOR*|**|*SAN FRANCISCO*|*CA*|*United States*|*94104*|*1 POST STREET, 33RD FLOOR*|**|**|*SAN FRANCISCO*|*CA*|*United States*|*94104*|**|**|**|**|**|**|**|*
149 NM OWNER, LLC*|*B20250222534*|*07/24/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1 POST STREET, 33RD FLOOR*|**|*SAN FRANCISCO*|*CA*|*United States*|*94104*|*1 POST STREET, 33RD FLOOR*|**|**|*SAN FRANCISCO*|*CA*|*United States*|*94104*|**|**|**|**|**|**|**|*
149 NM TMG MEMBER, LLC*|*B20250222466*|*07/24/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1 POST STREET, 33RD FLOOR*|**|*SAN FRANCISCO*|*CA*|*United States*|*94104*|*1 POST STREET, 33RD FLOOR*|**|**|*SAN FRANCISCO*|*CA*|*United States*|*94104*|**|**|**|**|**|**|**|*
