ENTITY_NAME*|*ENTITY_NUM*|*INITIAL_FILING_DATE*|*JURISDICTION*|*ENTITY_STATUS*|*STANDING_SOS*|*ENTITY_TYPE*|*FILING_TYPE*|*FOREIGN_NAME*|*STANDING_FTB*|*STANDING_VCFCF*|*STANDING_AGENT*|*SUSPENSION_DATE*|*LAST_SI_FILE_NUMBER*|*LAST_SI_FILE_DATE*|*PRINCIPAL_ADDRESS*|*PRINCIPAL_ADDRESS2*|*PRINCIPAL_CITY*|*PRINCIPAL_STATE*|*PRINCIPAL_COUNTRY*|*PRINCIPAL_POSTAL_CODE*|*MAILING_ADDRESS*|*MAILING_ADDRESS2*|*MAILING_ADDRESS3*|*MAILING_CITY*|*MAILING_STATE*|*MAILING_COUNTRY*|*MAILING_POSTAL_CODE*|*PRINCIPAL_ADDRESS_IN_CA*|*PRINCIPAL_ADDRESS2_IN_CA*|*PRINCIPAL_CITY_IN_CA*|*PRINCIPAL_STATE_IN_CA*|*PRINCIPAL_COUNTRY_IN_CA*|*PRINCIPAL_POSTAL_CODE_IN_CA*|*LLC_MANAGEMENT_STRUCTURE*|*TYPE_OF_BUSINESS
The Blood Sugar Method LLC*|*B20250093850*|*07/07/2025*|**|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2055 LOMBARD STREET*|*470672*|*SAN FRANCISCO*|*CA*|*United States*|*94123*|*2055 LOMBARD STREET*|*470672*|**|*SAN FRANCISCO*|*CA*|*United States*|*94123*|**|**|**|**|**|**|*All LLC Member(s)*|*
THE BUSINESS COACH, INCORPORATED*|*B20250127894*|*07/10/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - Close*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*920 E ALAMEDA*|**|*COMPTON*|*CA*|*United States*|*90221*|*515 E ROSECRANS AVENUE*|**|**|*COMPTON*|*CA*|*United States*|*90221*|**|**|**|**|**|**|**|*
USSA Apparel LLC*|*B20250138288*|*07/08/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*850 S. BROADWAY*|*SUITE 1208*|*LOS ANGELES*|*CA*|*United States*|*90014*|*850 S. BROADWAY*|*SUITE 1208*|**|*LOS ANGELES*|*CA*|*United States*|*90014*|**|**|**|**|**|**|*All LLC Member(s)*|*
Vellum Biotechnology, Inc.*|*B20250137342*|*07/09/2025*|*DELAWARE*|*Active*|*Good*|*Stock Corporation - Out of State - Stock*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*130 STANLEY HALL*|*#156*|*BERKELEY*|*CA*|*United States*|*94720*|*2608 2ND AVENUE*|*PMB 327*|**|*SEATTLE*|*WA*|*United States*|*98121*|*130 STANLEY HALL*|*#156*|*BERKELEY*|*CA*|*United States*|*94720*|**|*
Vena alliance Sporta Sports Interglacially Global Local all sports drafting leagues and franchise drafting leagues employment association LLC*|*B20250128578*|*07/09/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*707 17 TH ST*|*APT 709*|*SAN DIEGO,*|*CA*|*United States*|*92101*|*707 17 TH ST*|*APT 709*|**|*SAN DIEGO,*|*CA*|*United States*|*92101*|**|**|**|**|**|**|*One Manager*|*
"BossVenture". LLC*|*B20250202881*|*07/11/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251451293*|*Jul 11 2025  9:50AM*|*1336 W 19TH ST APT 1*|**|*LONG BEACH*|*CA*|*United States*|*90810*|*1336 W 19TH ST APT 1*|**|**|*LONG BEACH*|*CA*|*United States*|*90810*|*1336 W 19TH ST APT 1*|**|*LONG BEACH*|*CA*|*United States*|*90810*|*All LLC Member(s)*|*Online store (Walmart). I am looking to sell products online.
10 LUG MAFIA LLC*|*B20250195311*|*07/07/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*342 EAST GAIL AVENUE*|**|*TULARE*|*CA*|*United States*|*93274*|*342 EAST GAIL AVENUE*|**|**|*TULARE*|*CA*|*United States*|*93274*|**|**|**|**|**|**|*All LLC Member(s)*|*
10/10 Coffee LLC*|*B20250197166*|*07/07/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*13602 DEL RAY LN*|**|*DESERT HOT SPRINGS*|*CA*|*United States*|*92240*|*13602 DEL RAY LN*|**|**|*DESERT HOT SPRINGS*|*CA*|*United States*|*92240*|**|**|**|**|**|**|*All LLC Member(s)*|*
100 Grand LLC*|*B20250196746*|*07/07/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*180 GRAND AVENUE, SUITE 310*|**|*OAKLAND*|*CA*|*United States*|*94612*|*180 GRAND AVENUE, SUITE 310*|**|**|*OAKLAND*|*CA*|*United States*|*94612*|**|**|**|**|**|**|**|*
100 Grand Mezz LLC*|*B20250196720*|*07/07/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*180 GRAND AVENUE, SUITE 310*|**|*OAKLAND*|*CA*|*United States*|*94612*|*180 GRAND AVENUE, SUITE 310*|**|**|*OAKLAND*|*CA*|*United States*|*94612*|**|**|**|**|**|**|**|*
100G Property LLC*|*B20250196736*|*07/07/2025*|*DELAWARE*|*Active*|*Good*|*Limited Liability Company - Out of State*|*Foreign*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*180 GRAND AVENUE, SUITE 310*|**|*OAKLAND*|*CA*|*United States*|*94612*|*180 GRAND AVENUE, SUITE 310*|**|**|*OAKLAND*|*CA*|*United States*|*94612*|**|**|**|**|**|**|**|*
100Proof Jewelry LLC*|*B20250202934*|*07/11/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*4277 SOUTH CENTRAL AVENUE*|*C*|*LOS ANGELES*|*CA*|*United States*|*90011*|*4277 SOUTH CENTRAL AVENUE*|*C*|**|*LOS ANGELES*|*CA*|*United States*|*90011*|**|**|**|**|**|**|*All LLC Member(s)*|*
101 Ash AGP LLC*|*B20250196248*|*07/07/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2006 N. SEPULVEDA BLVD.*|*#526*|*MANHATTAN BEACH*|*CA*|*United States*|*90266*|*2006 N. SEPULVEDA BLVD.*|*#526*|**|*MANHATTAN BEACH*|*CA*|*United States*|*90266*|**|**|**|**|**|**|*One Manager*|*
101 Ash Venture LP*|*B20250197595*|*07/08/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Partnership - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2006 N. SEPULVEDA BLVD.*|*#526*|*MANHATTAN BEACH*|*CA*|*United States*|*90266*|*2006 N. SEPULVEDA BLVD.*|*#526*|**|*MANHATTAN BEACH*|*CA*|*United States*|*90266*|**|**|**|**|**|**|**|*
1010 LLC*|*B20250198758*|*07/08/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251436124*|*Jul  9 2025  9:09AM*|*2804 GATEWAY OAKS DRIVE*|*#100*|*SACRAMENTO*|*CA*|*United States*|*95833-4346*|*PO BOX 642246*|**|**|*LOS ANGELES*|*CA*|*United States*|*90064*|**|**|**|**|**|**|*All LLC Member(s)*|*real estate
1024 S. New Hampshire, LLC*|*B20250197708*|*07/08/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*414 N. MCCADDEN PLACE*|**|*LOS ANGELES*|*CA*|*United States*|*90004*|*414 N. MCCADDEN PLACE*|**|**|*LOS ANGELES*|*CA*|*United States*|*90004*|**|**|**|**|**|**|*One Manager*|*
105 SOCAL TOWING LLC*|*B20250200729*|*07/09/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*14939 LEAF LN*|**|*VICTORVILLE*|*CA*|*United States*|*92394*|*14939 LEAF LN*|**|**|*VICTORVILLE*|*CA*|*United States*|*92394*|**|**|**|**|**|**|*One Manager*|*
107 Serenity, LLC*|*B20250195584*|*07/07/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1875 MISSION STREET*|*SUITE 103*|*SAN FRANCISCO*|*CA*|*United States*|*94103*|*1875 MISSION STREET*|*SUITE 103*|**|*SAN FRANCISCO*|*CA*|*United States*|*94103*|**|**|**|**|**|**|*More Than One Manager*|*
107Ashton LLC*|*B20250199222*|*07/09/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251436068*|*Jul  9 2025  9:01AM*|*8810 HOLLYWOOD BLVD*|**|*LOS ANGELES*|*CA*|*United States*|*90069*|*8810 HOLLYWOOD BLVD*|**|**|*LOS ANGELES*|*CA*|*United States*|*90069*|*8810 HOLLYWOOD BLVD*|**|*LOS ANGELES*|*CA*|*United States*|*90069*|*All LLC Member(s)*|*The LLC will own a real estate property. Collect rents and pay expenses
108 Podcast Studios, Inc.*|*B20250198453*|*07/08/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251441429*|*Jul  9 2025  5:04PM*|*15821 VENTURA BLVD. SUITE 370*|**|*ENCINO*|*CA*|*United States*|*91436*|*15821 VENTURA BLVD. SUITE 370*|**|**|*ENCINO*|*CA*|*United States*|*91436*|**|**|**|**|**|**|**|*podcast production
10830 Emerson Rd, LLC*|*B20250199995*|*07/09/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*10250 BIRTCHER DR*|**|*JURUPA VALLEY*|*CA*|*United States*|*91752*|*10250 BIRTCHER DR*|**|**|*JURUPA VALLEY*|*CA*|*United States*|*91752*|**|**|**|**|**|**|*More Than One Manager*|*
10X Hospitality Group Inc.*|*B20250195458*|*07/07/2025*|*CALIFORNIA*|*Active*|*Good*|*Stock Corporation - CA - General*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251454537*|*Jul 11 2025  3:22PM*|*352 BRIGHTON AVE*|*APT 414*|*SAN FRANCISCO*|*CA*|*United States*|*94112*|*49-12 217 STREET*|**|**|*BAYSIDE HILLS*|*NY*|*United States*|*11364*|*352 BRIGHTON AVE*|*APT 414*|*SAN FRANCISCO*|*CA*|*United States*|*94112*|**|*Restaurant
110 RUTH CT LLC*|*B20250195601*|*07/07/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251444028*|*Jul 10 2025  9:53AM*|*1420 KETTNER BOULEVARD, STE 100*|**|*SAN DIEGO*|*CA*|*United States*|*92101*|*1420 KETTNER BOULEVARD, STE 100*|**|**|*SAN DIEGO*|*CA*|*United States*|*92101*|**|**|**|**|**|**|*One Manager*|*REAL ESTATE INVESTMENT
110 Ventures LLC*|*B20250197306*|*07/08/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251428675*|*Jul  8 2025  9:54AM*|*6983 GREEN LEAF CT*|**|*GRANITE BAY*|*CA*|*United States*|*95746*|*6983 GREEN LEAF CT*|**|**|*GRANITE BAY*|*CA*|*United States*|*95746*|*6983 GREEN LEAF CT*|**|*GRANITE BAY*|*CA*|*United States*|*95746*|*All LLC Member(s)*|*The LLC will serve as a holding entity
1116 W. GRAND BLVD. LLC*|*B20250195604*|*07/07/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251438421*|*Jul  9 2025 12:39PM*|*773 W. 9TH ST.*|**|*SAN PEDRO*|*CA*|*United States*|*90731*|*773 W. 9TH ST.*|**|**|*SAN PEDRO*|*CA*|*United States*|*90731*|*773 W 9TH ST*|**|*SAN PEDRO*|*CA*|*United States*|*90731*|*More Than One Manager*|*Real estate investment
11319 Northwoods Blvd LLC*|*B20250203565*|*07/11/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1401 21ST ST STE R*|**|*SACRAMENTO*|*CA*|*United States*|*95811*|*1401 21ST ST STE R*|**|**|*SACRAMENTO*|*CA*|*United States*|*95811*|**|**|**|**|**|**|*All LLC Member(s)*|*
11606 SV LLC*|*B20250197955*|*07/08/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*11693 SAN VICENTE BLVD*|*#820*|*LOS ANGELES*|*CA*|*United States*|*90049*|*11693 SAN VICENTE BLVD*|*#820*|**|*LOS ANGELES*|*CA*|*United States*|*90049*|**|**|**|**|**|**|*One Manager*|*
117 Maiden Lane LLC*|*B20250201700*|*07/10/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*5167 OCEAN VIEW BLVD*|**|*LA CANADA*|*CA*|*United States*|*91011*|*5167 OCEAN VIEW BLVD*|**|**|*LA CANADA*|*CA*|*United States*|*91011*|**|**|**|**|**|**|*One Manager*|*
11815 Marshall, LLC*|*B20250195875*|*07/07/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*11815 MARSHALL ST*|**|*CULVER CITY*|*CA*|*United States*|*90230*|*11817 MARSHALL ST*|**|**|*CULVER CITY*|*CA*|*United States*|*90230*|**|**|**|**|**|**|*One Manager*|*
12057 MARINE LLC*|*B20250199310*|*07/09/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251436122*|*Jul  9 2025  9:09AM*|*9663 S SANTA MONICA BLVD*|*370*|*BEVERLY HILLS*|*CA*|*United States*|*90210*|*9663 S SANTA MONICA BLVD*|*370*|**|*BEVERLY HILLS*|*CA*|*United States*|*90210*|**|**|**|**|**|**|*One Manager*|*REAL ESTATE INVESTMENT
121 Frames LLC*|*B20250195642*|*07/07/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1388 HAIGHT ST*|**|*SAN FRANCISCO*|*CA*|*United States*|*94117*|*1388 HAIGHT ST*|**|**|*SAN FRANCISCO*|*CA*|*United States*|*94117*|**|**|**|**|**|**|*One Manager*|*
1212 Shoreline Drive LLC*|*B20250199851*|*07/09/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*111 E DE LA GUERRA ST*|**|*SANTA BARBARA*|*CA*|*United States*|*93101*|*111 E DE LA GUERRA ST*|**|**|*SANTA BARBARA*|*CA*|*United States*|*93101*|**|**|**|**|**|**|*One Manager*|*
1223 Rosewood Ct., LLC*|*B20250195906*|*07/07/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1370 BELHAVEN ROAD*|**|*SAN MARINO*|*CA*|*United States*|*91108*|*1370 BELHAVEN ROAD*|**|**|*SAN MARINO*|*CA*|*United States*|*91108*|**|**|**|**|**|**|*One Manager*|*
1234-54 WASHINGTON STREET HOMEOWNER'S ASSOCIATION*|*B20250198786*|*07/08/2025*|*CALIFORNIA*|*Active*|*Good*|*Unincorporated Common Interest Development*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|**|*
1235 CD, LLC*|*B20250198426*|*07/08/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2118 WILSHIRE BLVD. #1048*|**|*SANTA MONICA*|*CA*|*United States*|*90403*|*2118 WILSHIRE BLVD. #1048*|**|**|*SANTA MONICA*|*CA*|*United States*|*90403*|**|**|**|**|**|**|*One Manager*|*
12637 MAIN STREET LLC*|*B20250198182*|*07/08/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251436323*|*Jul  9 2025  9:36AM*|*12637 MAIN ST*|**|*LOS ANGELES*|*CA*|*United States*|*90061*|*12637 MAIN ST*|**|**|*LOS ANGELES*|*CA*|*United States*|*90061*|*12637 MAIN ST*|**|*LOS ANGELES*|*CA*|*United States*|*90061*|*All LLC Member(s)*|*RENTAL PROPERTY
1284 Rudgear, LLC*|*B20250198729*|*07/08/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251454762*|*Jul 11 2025  3:46PM*|*8151 CHRISTIAN LANE*|**|*GRANITE BAY*|*CA*|*United States*|*95746*|*8151 CHRISTIAN LANE*|**|**|*GRANITE BAY*|*CA*|*United States*|*95746*|*8151 CHRISTIAN LANE*|*CA*|*GRANITE BAY*|*CA*|*United States*|*95746*|*All LLC Member(s)*|*Residential real estate rental.
13 20 Vending LLC*|*B20250202886*|*07/11/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*2905 SANTA ROSA AVE*|*108*|*SANTA ROSA*|*CA*|*United States*|*95409*|*2905 SANTA ROSA AVE*|*108*|**|*SANTA ROSA*|*CA*|*United States*|*95409*|**|**|**|**|**|**|*One Manager*|*
13100 Cordary LLC*|*B20250198723*|*07/08/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*3440 LOMITA BLVD*|*149*|*TORRANCE*|*CA*|*United States*|*90505*|*3440 LOMITA BLVD*|*149*|**|*TORRANCE*|*CA*|*United States*|*90505*|**|**|**|**|**|**|*One Manager*|*
13114 Hunters Circle LLC*|*B20250201662*|*07/10/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|*BA20251445923*|*Jul 10 2025 12:30PM*|*25729 PIUMA ROAD*|**|*CALABASAS*|*CA*|*United States*|*91302*|*25729 PIUMA ROAD*|**|**|*CALABASAS*|*CA*|*United States*|*91302*|*25729 PIUMA ROAD*|**|*CALABASAS*|*CA*|*United States*|*91302*|*One Manager*|*Real Estate
1319 N Detroit PH3 LLC*|*B20250200691*|*07/09/2025*|*CALIFORNIA*|*Active*|*Good*|*Limited Liability Company - CA*|*Domestic*|**|*Good*|*Good*|*Good*|**|**|*Jan  1 1900 12:00AM*|*1319 N DETROIT*|*PH3*|*LOS ANGELES*|*CA*|*United States*|*90046*|*1580 MUNSON AVE*|**|**|*LOS ANGELES*|*CA*|*United States*|*90042*|**|**|**|**|**|**|*All LLC Member(s)*|*
